nome,votos
MARIA LUCENIRA FERREIRA OLIVEIRA PIMENTEL,6057.734679536861
MARIA SOCORRO DA COSTA CONCEIÇÃO,3588.6406789543557
SEBASTIAO FERREIRA DA ROCHA,16479.929186778907
WALCYR ALBERTO COSTA SANTOS,3169.4684244691575
ALLAN ROSAS SALES,3876.0791745638744
AMADEU FERREIRA DOS SANTOS,3092.9445917992025
ANTONIO DE DEUS NUNES DOS SANTOS,7680.741858179239
CAMILO OLIVEIRA DE SOUZA,1419.7519620424825
DANIEL DOMINGOS DOS SANTOS,490.19203444034656
FATIMA LUCIA PELAES,15901.61367556938
JURANDIL DOS SANTOS JUAREZ,12604.088255442946
LUIZ CARLOS GOMES DOS SANTOS JUNIOR,7740.231680853983
MARIA CASSILDA BARRETO DE SOUZA,294.2179133890224
MIRAELSON COUTINHO TEIXEIRA ALVES,2813.685917815165
NILTON LUIZ CABRAL TORK,3418.7681544845873
SILVINO ABRANTES ALMEIDA,906.7837879418694
VALCINETE FARIAS SANTANA,2456.910987485815
XAVIER LEAL SIQUEIRA,1740.6886923228535
CARLOS ANTONIO OLIVEIRA SANTOS,5340.031534239277
JORGE FURTADO CORREA,1817.0824248908623
CLEYDSON SOUSA DO NASCIMENTO,677.1023275560093
JACKSON CARDOSO AMARAL,1335.3180820837151
ANDRÉ DOS SANTOS ABDON,2447.991798823018
ANTONIO CIRILO FERNANDES BORGES,727.962287704451
ANTONIO DA JUSTA FEIJÃO,3197.4671031789476
BIRANILSON DOS SANTOS PALMEIRA,502.1634905803909
DARLEY DOS SANTOS TEIXEIRA FURTADO,1096.7690826782289
DOMINGOS SÁVIO DE SOUZA GUERREIRO,2862.19623326813
EDUARDO SEABRA DA COSTA,3680.4002568606993
GERSON RANGEL DOS PASSOS,275.87434217624104
NELIO PEREIRA MARINHO,672.1788733529228
RICARDO SOUZA OLIVEIRA,2666.217271515132
SEBASTIÃO NELSON SILVA DE SOUZA,6341.985928059674
VINICIUS DE AZEVEDO GURGEL,8714.230957202411
RUSSYERIANE SILVA DE LIMA,547.4479136750717
AROLDO RABELO DA SILVA FILHO,936.6997993382442
AMARILDO PORTO ARAUJO,183.49197843158805
ROSENILDA COSTA SECCU,243.4887223844857
ALTANIRA U ALMEIDA OLIVEIRA,4721.142866863729
ANTONIO BISMAR DE LIMA CUNHA,1563.770709369016
DARCY HUMBERTO MICHILES,39332.39491204305
FRANCISCO EDINALDO PRACIANO,251508.31770416073
JOSE HENRIQUE OLIVEIRA,82721.06982348792
MARCELO AUGUSTO DA EIRA CORREA,83946.34956092437
MARIA SOLANGE DE SOUZA QUEIROZ,1058.436390755462
MASSAMI MIKI,28651.41194162882
NOEMIA FERNANDES LEITE,1717.0702297094779
PAULO CARLOS DE CARLI,7119.642039324468
PAULO HERBAN MACIEL JACOB FILHO,1610.8474995297481
GILBERTO VASCONCELOS DA SILVA,624.59198942358
AUGUSTO FELIPE DE CASTRO,851.3766632274626
ATILA SIDNEY LINS DE ALBUQUERQUE,127815.70562763838
CARLOS ALBERTO CAVALCANTE DE SOUZA,79491.24549432794
CARLOS ALEXANDRE FERREIRA SILVA,18975.955502643214
DARLENE PEREIRA NEVES,946.041434454948
ERONILDO BRAGA BEZERRA,95675.41416227791
FRANCISCO PLÍNIO VALÉRIO TOMAZ,66429.84974571786
LUIZ FERNANDO SARMENTO NICOLAU,80579.24391566814
MARCEL ALEXANDRE DA SILVA,110428.47107470085
PAUDERNEY TOMAZ AVELINO,170415.60470853295
RAIMUNDO SABINO CASTELO BRANCO MAUES,116292.56648202513
REBECCA MARTINS GARCIA,139692.96245508885
SILAS CAMARA,101499.45143092843
HELILTON JOSE ANDRADE SOARES,1062.7165145087329
JANDERVAL VASCONCELOS DA COSTA,2853.297905855119
SERGIO PAULO MONTEIRO LITAIFF,1038.4350828464046
ORLANDO CAMPOS TEIXEIRA,2308.942749680644
JOSE AUGUSTO DE SOUZA RODRIGUES,3993.100493114515
ELSON CELIO DA SILVA COSTA,1197.8029055501565
OSMAN BATISTA BARRETO,2701.6893368655124
DEUSAMIR PEREIRA,4328.028780963468
ANA MARIA DOS SANTOS DE BRITO,1399.464013636033
HOSANNAH SOUZA DE ALENCAR,1307.034217565451
NAAHBILA MOREIRA DOS SANTOS,1543.1858684626436
JOSE MARIA NASCIMENTO COSTA,2356.569867037851
ROBERTO CARLOS RIBEIRO PEREIRA,926.2935399538624
VICTOR MONTEIRO LITAIFF,3077.249188340207
JOSÉ SÁDIO JACMINUTH DE ALCANTARA,1244.2325155274393
TATIANA DOS SANTOS FERREIRA,1766.5173424780396
MARIA CLEIDE VIEIRA DA CUNHA SILVA,1480.433514217848
ANTONIO CARLOS BORGES DOS SANTOS JÚNIOR,5230.598903346563
ANTONIO CARLOS PEIXOTO DE MAGALHAES NETO,2997241.840137769
CLAUDIO CAJADO SAMPAIO,81382.37926899514
FABIO LOUREIRO SOUTO,67557.02884408677
FERNANDO DANTAS TORRES,90651.63214771157
GERALDO TENUTA FILHO,20449.44838038856
GERSON SILVA GABRIELLI,26288.320936665266
JORGE KHOURY HEDAYE,71666.48092541579
JOSÉ NUNES SOARES,66719.54588001971
LUIZ ANTÔNIO VASCONCELOS CARREIRA,78335.20852918306
OTÁVIO JOEL DE ARAÚJO,10634.091343822609
PAULO SÉRGIO PARANHOS DE MAGALHÃES,55989.57994112611
ANTONIO JOSE IMBASSAHY DA SILVA,83758.32345148627
CORIOLANO SOUSA SALES,7911.356178542078
GERVASIO BATISTA CAMPOS,5291.63582807527
JOÃO ALMEIDA DOS SANTOS,93543.1394546565
JUTAHY MAGALHÃES JÚNIOR,194990.00824852634
MANOEL DE MOURA VASCONCELOS,11819.686319470635
MARIVALDO BISPO DA PAIXÃO,1522.9748574627467
ROGERIO LEANDRO DE JESUS SANTOS,2679.8493226079536
SAULO PEDROSA DE ALMEIDA,12815.702272456409
TEREZA CRISTINA GIFFONI VIEIRA,4979.7074277778165
ANTONIO WALDIR DOS SANTOS CONCEICAO,7598.500268451276
ARISTOTELES MAIA SAMPAIO DE OLIVEIRA PINTO,4850.690906728585
CELIA OLIVEIRA DE JESUS SACRAMENTO,4732.949533597176
CLERISTON EDUAO FERREIRA,1172.185174148116
EDIGAR EVANGELISTA DOS ANJOS,20626.88915925311
GERALDO FRANCA DE SANTANA,3066.1731620640035
JULIANO SOUSA MATOS,11287.889574416577
LANDISVALTH DOS SANTOS LIMA,5260.923204848731
MARCOS LEONELI ESPINHEIRA,1879.566882913511
ROSE MARIE VIANNA PRATES BASSUMA,14861.807229700416
TARCISIO GAMA MACHADO,1306.6146582661431
TSYLLA MARIA BALBINO DE CARVALHO FERREIRA,10379.03423816113
CESAR OLIVEIRA CARNEIRO,1779.2452822765204
FRANDERRAK DOS SANTOS MASCARENHAS,1143.0446432311996
RAIMUNDO NONATO DANTAS,1307.022093559407
ANTONIA MAGALHAES DA CRUZ,47960.09924336217
ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,95699.39809442953
ANTONIO PIMENTEL PEREIRA,8713.443077578777
ARTHUR DE OLIVEIRA MAIA DA SILVA,103346.9904592567
BENITO DA GAMA SANTOS,63801.15379427412
CARLITO FERREIRA PEREIRA DOS SANTOS,3228.5019244077785
COLBERT MARTINS DA SILVA FILHO,75905.56801382144
ERIVELTON LIMA SANTANA,98708.14958240067
EVERALDO BISPO,11573.602382616822
EZEQUIEL FLORENCIO PINHEIRO,2206.2882374425144
FRANCISCA INOCENCIA RODRIGUES,2339.7631369404885
GENEBALDO SOUZA CORREIA,25455.964935391472
GIVALDO FIUZA DE ALMEIDA,2032.3273995915251
GRACA MARIA MASCARENHAS,2156.6178601108286
HERZEM GUSMAO PEREIRA,44732.52465098365
JOAO CARLOS PAOLILO BACELAR FILHO,61857.67071791842
JONATAS NUNES LOPES,715.5497454494571
JONIVAL LUCAS DA SILVA JUNIOR,37923.40749039092
JOSE ALVES ROCHA,83355.08825074484
JOSE EDUARDO DA SILVA,5901.935444414625
JOSEVALDO OLIVEIRA DOS SANTOS,2067.8744976979715
KARLUCIA CRISOSTOMO MACEDO ANTONIO,7483.969829552284
LUCIO QUADROS VIEIRA LIMA,334988.7153961856
LUIZ CARLOS BRAITT SOARES,1472.6922331286985
MARCELO DE OLIVEIRA GUIMARÃES FILHO,49811.23122458325
MATEUS FERREIRA DOS SANTOS,1494.8042708907528
MAURICIO GONÇALVES TRINDADE,64625.87769610917
MILTON JOAO SOARES BARBOSA,6499.620700256451
NONATO CARVALHO LEITE,1565.2438535408855
ORLANDO COLAVOLPE,3971.2394756701938
PAULO BRAGA MIRANDA,14501.732632850944
PAULO ROBERTO BRITO,980.3809329933172
PEDRO SOUZA DOS SANTOS,16110.486300727573
RONIVON DE SOUZA,3859.8278483506674
ROSANGELA LIMA ROCHA,1711.4326616022868
SANDOVAL SOUZA GUIMARÃES,18541.216712685957
SARA QUEIROZ DOS SANTOS,1288.989286889437
SEGIO LUIS LACERDA BRITO,56566.86521456425
SEVERIANO ALVES DE SOUZA,33326.28910931933
VALDIR MARCELINO DOS SANTOS,2226.054262658008
VALMIR DE FIGUEIREDO,3427.8522341567564
AGENOR RIBEIRO DE JESUS FILHO,16063.571710211549
ALMIRO AURORA DA SILVA,1515.5868135077208
ANTONIO ALBINO LEAL DA SILVA,2458.0672618336794
ANTONIO CARLOS BOSCO MASSAROLLO,12799.6427812285
ANTONIO CARLOS SILVA SANTOS,3886.7601893183723
ANTONIO JORGE RIBEIRO DE SANTANA,6213.538714778884
CHE GUEVARA ANDRADE ORNELAS,412.49130514523875
DERIVALDO JESUS DE ANDRADE,693.0981623479745
EDNILTON OLIVEIRA FERREIRA,2925.9080742211945
ENIEDSON FERREIRA DOS SANTOS,1180.4548568303978
FRANCISCO DOREA MIRES,1499.6232597866056
FRANCISCO MARTINS ALENCAR,1098.2131952746024
GLICERIO RAMOS,2300.3977530371067
HARRISON FREITAS DE LIMA,1284.3277885541684
IVANDOILSON SANTOS ORRICO,1666.1360260113124
IVO BARRETO DO COUTO FILHO,602.4664582984195
IVO JOSE DOS SANTOS,652.8897533943671
JACIARA ZOZIMA DE OLIVEIRA SANTANA CHAGAS PARAISO,1041.8149186370952
JANIO NATAL ANDRADE BORGES,26119.011140034985
JOAO ALCIDES REIS DE FREITAS,2323.973721906065
JOCEVAL RODRIGUES DOS SANTOS,29886.699706260883
JOSE ALVARO FRANÇA RIOS,7314.749646019322
JOÃO CARLOS SOBRAL MARTINS,1364.836476044482
LUCIANO FRED BRAGA PENHA,29434.58436895275
MARA LUCIA PEREIRA ROLLO,688.3530610266567
MARIO CESAR DA SILVA LIMA,2534.442493228505
NERIVALDO DO ESPIRITO SANTO DOS SANTOS,7395.438250989491
NOEL PEDREIRA DOS SANTOS,2189.650270193867
ORLANDO BARBOSA DOS SANTOS,1841.7378278325257
RILDO SANTOS SOUZA,1113.31483499994
RIVAILTON RIBEIRO VELOSO DA SILVA,7990.072488399561
RONALDO DE CERQUEIRA,2510.1032382007643
ROQUE MENEZES DIAS,1267.0203281599015
SINVAL MOTA MASCARENHAS,2721.379120245433
VALDER ANDRADE CARVALHO,360.0515807383365
JOSÉ CARLOS CINTRA,1882.8330782765338
ACELINO FREITAS,42757.01817453845
ADALBERTO SOUZA GALVÃO,26322.83727493025
AFONSO BANDEIRA FLORENCE,250521.83112993557
AMAURI SANTOS TEIXEIRA,78438.92265225094
ANTONIO JAQUES COSTA DOS REIS,4477.446512158409
DOMINGOS LEONELLI NETTO,35189.45405927926
EDMO DEL REI LIMA,2654.674308329458
ELVE CARDOSO PONTES,8135.651097104344
EMILIANO JOSÉ DA SILVA FILHO,76701.09547109116
FELIX DE ALMEIDA MENDONÇA JUNIOR,176020.38372110506
GERALDO SIMÕES DE OLIVEIRA,86101.64652842001
JAIRO ALFREDO OLIVEIRA CARNEIRO,16169.590247262315
JAMAL YOUSSEF AMAD,4346.87752377767
JORGE LUIS ARAUJO COSTA,4454.088071580338
JOSE CARLOS DE JESUS RODRIGUES,30682.446188478585
JOSE CARLOS LEAO DE ARAUJO,115273.86236437806
JOSE FRANCISCO DA SILVA,5752.156848967026
JOSEPH WALLACE FARIA BANDEIRA,38458.38482497967
JOSIAS GOMES DA SILVA,87705.5504207703
JOSÉ EDUARDO VIEIRA RIBEIRO,153143.987287644
JOSÉ LUIZ RESSURREIÇÃO DOS SANTOS,3107.9765774873176
JOSÉ PAULO CRISÓSTOMO FERREIRA,9859.63208545011
JOÃO BATISTA OLIVEIRA SOUZA,3379.2045282596564
JOÃO FELIPE DE SOUZA LEÃO,520457.9551491969
JOÃO LUIZ CORREIA ARGÔLO DOS SANTOS,53859.69922447879
JUSSARA MARCIA DO NASCIMENTO,25102.553898873964
LAZARO SILVA DE JESUS,2436.0143487653186
LUIZ ALBERTO SILVA DOS SANTOS,147298.28419379258
LUIZ SERGIO SUZARTE ALMEIDA,15548.07944897248
MARCOS ANTONIO MEDRADO,71954.95136829454
MARIA LUCIA DE SANTANA GUTEMBERG,7696.189682058668
MÁRCIO CARLOS MARINHO,139754.31963938725
MÁRIO SILVIO MENDES NEGROMONTE,197439.6503523441
NELSON VICENTE PORTELA PELLEGRINO,829841.742709872
NILO ROSA DOS SANTOS,6417.339942394619
NIVALDO TEIXEIRA LIMA FILHO,4304.602977245185
OZIEL ALVES DE OLIVEIRA,71545.14318398372
RAIMUNDO NONATO TANURI BENTO,5165.2550984500585
ROBERTO PEREIRA DE BRITTO,61657.52063852081
RUI COSTA DOS SANTOS,901175.6625345111
SERGIO BARRADAS CARNEIRO,58971.178047018206
ULDURICO ALVES PINTO,27114.95591553666
VALDEMAR MARTINHO HORTA JUNIOR,1883.2738883034056
VALMIR CARLOS DA ASSUNÇÃO,290326.06860102655
VASCO DA COSTA QUEIROZ,3200.0608019393103
VERONICA MAUADIE DE ALMEIDA,4508.762387834247
WALDENOR ALVES PEREIRA FILHO,138257.9305240129
WASHINGTON LUIZ AIRES VELOSO,3826.7855498991835
DANIEL GOMES DE ALMEIDA,210993.42400849098
ALICE MAZZUCO PORTUGAL,108894.93384544304
EDSON SAMPAIO PIMENTA,112442.31847803511
JOÃO BOSCO BITTENCOURT,29207.50103539494
FILADELFO PINTO MEIRELES NETO,11873.938772142821
LOURIVAL MANOEL DO BONFIM,822.4191863875927
SELMA CRISTINA FERREIRA SILVA,1316.5613040577377
JONATAS THIAGO DE SOUZA,275.7151805371893
ANTONIO JORGE GOMES DE OLIVEIRA,1978.8324044969188
LUIZ BARBOSA DE DEUS,48560.133266566234
ADLER PRIMEIRO DAMASCENO GIRAO,13949.113844789974
ALLENDE GUEDES FERREIRA,1575.5252179712845
ANTONIO MARCELO TEIXEIRA SOUSA,64683.78176510881
MANOEL BARBOSA NETO,1334.8455551359302
MARIA GORETE PEREIRA,65536.80358084463
OCELIO GOMES DA ROCHA,1520.992471237849
PEDRO RIBEIRO FILHO,63022.13577371524
VICENTE FERREIRA DE ARRUDA COELHO,65292.88205764218
AIRTON DE ALMEIDA OLIVEIRA,6369.8636514239315
ANIBAL FERREIRA GOMES,226903.85716783797
ANTONIO BALHMANN CARDOSO NUNES FILHO,102639.32830703293
ANTONIO LUIZ DE ARAUJO MENEZES,12795.677821801331
ANTÔNIO EUDES XAVIER,132790.34713162718
ARTUR JOSÉ VIEIRA BRUNO,178611.89270382884
CARLOS MAURO CABRAL BENEVIDES,118925.20989178245
DOMINGOS GOMES DE AGUIAR NETO,619550.9922910486
EDSON DA SILVA,62804.93245785343
ENIA MARIA PINHEIRO,862.6844251771582
FLORENCIO NUNES NETO,24843.708602722792
FLÁVIO BEZERRA DA SILVA,64975.84768367915
FRANCISCO ADEGILDO FERRER,2460.3868442676994
FRANCISCO ARIOSTO HOLANDA,96439.09932380104
FRANCISCO DANILO BASTOS FORTE,116270.35305281602
FRANCISCO LOPES DA SILVA,146010.64612046178
GENECIAS MATEUS NORONHA,262309.1510332413
JOAO ANANIAS VASCONCELOS NETO,235614.31490704283
JOSE GERARDO CORRÊA DE ARRUDA,53307.97019396993
JOSE GERARDO OLIVEIRA DE ARRUDA FILHO,4700.702154738676
JOSÉ AIRTON FELIX CIRILO DA SILVA,122638.60224283508
JOSÉ ILÁRIO GONÇALVES MARQUES,106166.96185578476
JOSÉ NOBRE GUIMARÃES,668687.9728663918
MARIO FEITOZA DE CARVALHO FREITAS,131245.78826712575
PAULO HENRIQUE ELLERY LUSTOSA DA COSTA,75948.22296566196
RAIMUNDO ANTONIO DE MACEDO,183158.18206178118
RAIMUNDO OMAN CARNEIRO FILHO,39905.92456961292
ANTONIO DELLANI FREIRE DE LIMA,3623.7238762129236
DERMERVAL DA CUNHA SILVA NETO,3851.024880033316
EUGENIO RABELO,54689.318807400006
FRANCISCO EDSON LOPES DA SILVA,1298.9608956190218
FRANCISCO JOSE CAMINHA ALMEIDA,61316.269329376264
JOSE ARNON CRUZ BEZERRA DE MENEZES,133780.2030612507
JOSE LINHARES PONTE,86456.0072797956
RIBAMAR VIANA DA SILVA,4845.755458007619
VERONICA DO AMARAL MADEIRO BATISTA,1547.9167590526922
WALTER LIMA FROTA CAVALCANTE,43904.89458126965
JORGE LUIZ RIBEIRO GONZAGA,2756.17554418759
DANILO PINHEIRO GUERRA,1029.8718395867975
FRANCISCA ELETICE RODRIGUES,541.5772513332037
JOSE DOMINGUES ALVES GUIMARAES,692.3504996529524
JOSE VANDIR SOUSA SILVA,255.22398618686418
MARCUS RAIMUNDO CARVALHO DA SILVA FILHO,4555.383814832287
MARIO TAVARES GURJAO,2289.660248098179
ZAUDIVAR FELIX DE ALMEIDA,2191.5383358891786
ANTONIO IDALMIR CARVALHO FEITOSA,11682.347126325527
CARLOS MATOS LIMA,58272.921080521664
FRANCISCO ALMINO LEITE DE MENEZES,2793.8965746167923
JOÃO BATISTA GOMES MOTA,2305.707567582328
MANOEL SALVIANO SOBRINHO,104316.01770835619
MARIA LAUDECY FERREIRA DE CARVALHO,1954.180590774547
RAIMUNDO GOMES DE MATOS,113736.61713500669
TOMAS ANTONIO ALBUQUERQUE DE PAULA PESSOA FILHO,36443.13093792474
FRANCISCO DUARTE RODRIGUES,904.8642969258908
JOSÉ LUCIANO MUNIZ LIMA,5085.860545192314
RENATO ROSENO DE OLIVEIRA,52107.89806654991
YURI NUNES PAIVA,812.5089381643974
FRANCISCO LAÉLIO DE OLIVEIRA BEDÊ,3530.191349371571
FRANCISCO TAILSON PINHEIRO,971.5026470159754
RAIMUNDO FREIRE DE BRITO,1811.765193897752
FRANCISCO JULIENIO LIMA VASCONCELOS,1744.915363401847
FRANCIMAR DE OLIVEIRA BEZERRA,932.7573780649379
JOSE CLAYTON FERNANDES,727.699723577013
CEZARIO NETO OLIVEIRA,1916.4226647310093
FRANCISCO FERREIRA DA SILVA,1145.7169169074027
ANDRÉ PEIXOTO FIGUEIREDO LIMA,101978.59777457608
FRANCISCO DE ASSIS REIS OLIVEIRA,12300.250837512558
NESTOR BEZERRA,3168.5843732589
PAULO ROBERTO NEVES PEREIRA,3798.166011627399
MARIA ELIANE DO NASCIMENTO,119.86553086976707
MARIA LEIDES SILVA ARAUJO,596.1881280198041
MARIA DE FATIMA BEZERRA SILVA,433.05929256962094
VIVIANE FORTES DE CERQUEIRA,1291.524912384572
ANTONIO ATILANO SOUSA AYRES DE MOURA,1262.8550146882585
FRANCISCA NASCIMENTO DE ALBUQUERQUE,319.708878292385
JOSE GONCALVES DE ALMEIDA,1036.142110772554
SILVIO SOARES FILHO,900.7859541492256
ALEXANDRE TEIXEIRA GRIPP,641.5000352203709
JOSE GILBERTO HARTMANN,645.5844271536427
JOSÉ JACQUES OLIVEIRA DE MEDEIROS,302.5333490667464
WELLINGTON ANDRADE RODRIGUES,2089.5653108032916
MARIA MADALENA DA SILVA CARNEIRO,858.9249756600152
THIAGO PEREIRA BERTO,1169.0251184473677
OSMAR DOS SANTOS SILVA,910.8895532841291
PAULO DA FONSECA ALVES PEREIRA,775.3077360147001
ANTONIO JOSÉ PEREIRA GARCIA,16944.79197521193
GEORGIOS STAIKOS TZEMOS,13489.385028425877
JADER CORRÊA DE SÁ,1621.4585420804658
JADIR NEIVA,1732.261015737573
JOSÉ MARIA PARENTE ALBUQUERQUE,1096.0599551963567
JOSÉ MESSIAS DE SOUZA,12067.386656355404
JOSÉ RICARDO MARQUES,4709.26281699272
LIDIA SOARES DA MATA,929.3337080733579
LUIZ CARLOS PIETSCHMANN,59054.181797092766
MAURO ROGERIO GOMES PESSANHA,4165.194809877139
NEVITON PEREIRA JUNIOR,10063.178669074303
PAULO FERNANDO RAMOS SEREJO,6495.348201272052
PAULO FERNANDO MELO DA COSTA,6838.778004500185
PAULO ROBERTO BRAVO,2067.1334317817086
RICARDO DA FONSECA MARTINS,4400.92541026697
RICARDO QUIRINO DOS SANTOS,19005.58768255636
WALTER NEI VALENTE,2818.4342304678516
ARTHUR KLEBER CARDOSO,719.3915128842511
AURICELIO VIANA MORAIS,1267.2045443915495
CLEUSA MARIA COELHO DE SOUZA,606.1523893687445
JOSE OSCAR DA SILVA,4023.259601775075
MARIO ANTONIO SALLENAVE FILHO,660.8423287161415
RENES MAURO DE SOUZA,703.8882468660534
ADELMIR ARAUJO SANTANA,25206.308362391886
ALEXANDRE LUIS HORTA VIANNA,858.2171341614654
ANA BEATRIZ CANELHAS ECHART DE ABREU,162.46420264663504
ANTONIO CARLOS CASSIANO SILVA,512.7859459343505
ANTONIO CÉSAR SANTANA,1413.5620396380766
CLARINDO CARLOS DA ROCHA,2096.0591110214814
GILVANDO GALDINO FERNANDES,447.13566204125374
IZALCI LUCAS FERREIRA,63120.16654545434
JAQUELINE MARIA RORIZ,55468.09187864931
LAERTE RODRIGUES DE BESSA,20643.650551428844
LUDMILA DE FARO NAZARETH PASSOS,1500.1849482802595
MARGARIDA MARIA REGIS DE ALMEIDA,794.4832248521305
